REF_AREA,Reference area,VAR,Indicator,OBS_VALUE,OBS_STATUS_1,Observation status
CZE,Czechia,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",93.87874815,A,Normal value
CZE,Czechia,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",92.75702896,A,Normal value
CZE,Czechia,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",95.16429425,A,Normal value
CZE,Czechia,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",92.59208372,A,Normal value
CZE,Czechia,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",93.93539855,A,Normal value
CZE,Czechia,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",98.37774708,A,Normal value
CZE,Czechia,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.66851477,A,Normal value
CZE,Czechia,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",94.52415813,A,Normal value
NLD,Netherlands,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",90.54255711,A,Normal value
NLD,Netherlands,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",65.75185792,A,Normal value
NLD,Netherlands,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",85.28834414,A,Normal value
NLD,Netherlands,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",74.90725734,A,Normal value
NLD,Netherlands,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",76.37913557,A,Normal value
NLD,Netherlands,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",94.33621934,A,Normal value
NLD,Netherlands,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",90.76045994,A,Normal value
NLD,Netherlands,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",41.9547911,A,Normal value
NLD,Netherlands,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",92.34215886,A,Normal value
CHE,Switzerland,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",95.66379274,A,Normal value
CHE,Switzerland,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",92.79724108,A,Normal value
CHE,Switzerland,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",92.60413808,A,Normal value
CHE,Switzerland,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",88.97081256,A,Normal value
CHE,Switzerland,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",78.56235032,A,Normal value
CHE,Switzerland,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",77.79580947,A,Normal value
BEL,Belgium,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",85.60773027,A,Normal value
BEL,Belgium,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",97.93337129,A,Normal value
BEL,Belgium,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.04189188,A,Normal value
BEL,Belgium,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",94.15295633,A,Normal value
TUR,Türkiye,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",99.30361581,A,Normal value
TUR,Türkiye,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",99.12351703,A,Normal value
TUR,Türkiye,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",100,A,Normal value
TUR,Türkiye,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",98.76948723,A,Normal value
NOR,Norway,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",93.66829116,A,Normal value
NOR,Norway,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",93.34679481,A,Normal value
NOR,Norway,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.75413022,A,Normal value
NOR,Norway,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",85.36311955,A,Normal value
NOR,Norway,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",100,A,Normal value
NOR,Norway,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",98.61449324,A,Normal value
NOR,Norway,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",94.59042878,A,Normal value
NOR,Norway,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",87.87731985,A,Normal value
FIN,Finland,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",93.21401276,A,Normal value
FIN,Finland,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",70.34841993,A,Normal value
FIN,Finland,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",87.41950469,A,Normal value
FIN,Finland,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",91.66319734,A,Normal value
AUT,Austria,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",95.98737889,A,Normal value
AUT,Austria,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",92.93967359,A,Normal value
AUT,Austria,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",96.54107726,A,Normal value
AUT,Austria,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",77.78043817,A,Normal value
DNK,Denmark,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",82.42659946,A,Normal value
DNK,Denmark,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.60887648,A,Normal value
DNK,Denmark,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",94.78310045,A,Normal value
DNK,Denmark,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",92.54794371,A,Normal value
EST,Estonia,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",98.10013853,A,Normal value
EST,Estonia,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",99.12073538,A,Normal value
EST,Estonia,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",98.32415775,A,Normal value
EST,Estonia,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",95.86352547,A,Normal value
DEU,Germany,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",92.13013281,A,Normal value
DEU,Germany,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.05579867,A,Normal value
DEU,Germany,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",96.63308715,A,Normal value
DEU,Germany,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",74.62526758,A,Normal value
GRC,Greece,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",94.2551152,A,Normal value
GRC,Greece,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",96.95602558,A,Normal value
GRC,Greece,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",83.17118266,A,Normal value
GRC,Greece,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",90.31684019,A,Normal value
HUN,Hungary,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",98.88282998,A,Normal value
HUN,Hungary,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",98.49120679,A,Normal value
HUN,Hungary,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",99.35741679,A,Normal value
HUN,Hungary,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",98.22449234,A,Normal value
IRL,Ireland,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",95.2966206,A,Normal value
LVA,Latvia,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",97.76273404,A,Normal value
LVA,Latvia,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",97.97148259,A,Normal value
LVA,Latvia,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",97.94425182,A,Normal value
LVA,Latvia,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",97.60941126,A,Normal value
LTU,Lithuania,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",98.5095682,A,Normal value
LTU,Lithuania,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",98.07945732,A,Normal value
LTU,Lithuania,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",97.94330183,A,Normal value
LTU,Lithuania,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",98.61328125,A,Normal value
LUX,Luxembourg,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",90.0307306,A,Normal value
LUX,Luxembourg,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.03756299,A,Normal value
LUX,Luxembourg,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",97.16449926,A,Normal value
LUX,Luxembourg,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",94.21039028,A,Normal value
POL,Poland,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",93.62815599,A,Normal value
POL,Poland,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",94.76368272,A,Normal value
POL,Poland,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",85.20228748,A,Normal value
POL,Poland,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.01729011,A,Normal value
PRT,Portugal,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",95.68975468,A,Normal value
PRT,Portugal,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",77.62357352,A,Normal value
PRT,Portugal,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",83.46447112,A,Normal value
PRT,Portugal,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",93.50088168,A,Normal value
PRT,Portugal,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",72.88015878,A,Normal value
SVK,Slovak Republic,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",95.33083939,A,Normal value
SVK,Slovak Republic,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",98.34176007,A,Normal value
SVK,Slovak Republic,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",97.93432276,A,Normal value
SVK,Slovak Republic,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",98.92260089,A,Normal value
SVN,Slovenia,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",97.61450382,A,Normal value
SVN,Slovenia,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",80.65198984,A,Normal value
SVN,Slovenia,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",94.28571429,A,Normal value
SVN,Slovenia,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.32305136,A,Normal value
SWE,Sweden,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",86.39234224,A,Normal value
SWE,Sweden,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",93.98989583,A,Normal value
SWE,Sweden,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",95.78969514,A,Normal value
SWE,Sweden,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",95.24448274,A,Normal value
BGR,Bulgaria,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",98.92343358,A,Normal value
BGR,Bulgaria,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",99.51784073,A,Normal value
BGR,Bulgaria,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",98.75441234,A,Normal value
BGR,Bulgaria,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",98.56975671,A,Normal value
HRV,Croatia,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",97.43370823,A,Normal value
HRV,Croatia,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",95.114727920000007,A,Normal value
HRV,Croatia,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",94.88090581,A,Normal value
HRV,Croatia,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",71.78593539,A,Normal value
CYP,Cyprus,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",87.22508399,A,Normal value
CYP,Cyprus,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",96.24443545,A,Normal value
CYP,Cyprus,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",95.06135434,A,Normal value
CYP,Cyprus,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",90.50344078,A,Normal value
MLT,Malta,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",96.09612292,A,Normal value
MLT,Malta,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",85.17376105,A,Normal value
MLT,Malta,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",95.89956916,A,Normal value
MLT,Malta,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",94.21173875,A,Normal value
ROU,Romania,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",99.38163191,A,Normal value
ROU,Romania,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",99.74917152,A,Normal value
ROU,Romania,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",99.83784224,A,Normal value
ROU,Romania,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",99.8466,A,Normal value
ITA,Italy,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",71.90305393,A,Normal value
ITA,Italy,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",92.65126171,A,Normal value
ITA,Italy,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",85.98164834,A,Normal value
ITA,Italy,MAS_TOC_PERM_25_34XMAS_TOC_25_34,"Master's degree holders aged 25-34 in indefinite contracts, % of employees with a master's degree aged 25-34",65.07368508,A,Normal value
ITA,Italy,MAS_TOC_PERM_35_44XMAS_TOC_35_44,"Master's degree holders aged 35-44 in indefinite contracts, % of employees with a master's degree aged 35-44",87.89643784,A,Normal value
ITA,Italy,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",80.13478674,A,Normal value
ITA,Italy,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",95.53996599,A,Normal value
ITA,Italy,MAS_TOC_PERM_55_64XMAS_TOC_55_64,"Master's degree holders aged 55-64 in indefinite contracts, % of employees with a master's degree aged 55-64",96.38267391,A,Normal value
ITA,Italy,MAS_TOC_PERM_45_54XMAS_TOC_45_54,"Master's degree holders aged 45-54 in indefinite contracts, % of employees with a master's degree aged 45-54",92.97298887,A,Normal value
AUT,Austria,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",82.6187646,A,Normal value
AUT,Austria,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",90.02001583,A,Normal value
BEL,Belgium,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",82.07661478,A,Normal value
BEL,Belgium,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",92.88228991,A,Normal value
BEL,Belgium,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",92.48214759,A,Normal value
BEL,Belgium,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",86.83699933,A,Normal value
BEL,Belgium,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",81.71730515,A,Normal value
DNK,Denmark,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",89.93212609,A,Normal value
DNK,Denmark,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",85.65264293,A,Normal value
EST,Estonia,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",97.87482074,A,Normal value
FIN,Finland,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",70.79179243,A,Normal value
FIN,Finland,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",85.15443419,A,Normal value
DEU,Germany,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",91.73718002,A,Normal value
DEU,Germany,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",82.12220367,A,Normal value
DEU,Germany,PHD_TOC_PERM_55_64XPHD_TOC_55_64,"Doctorate holders aged 55-64 in indefinite contracts, % of employees with a doctorate aged 55-64",92.98552811,A,Normal value
DEU,Germany,PHD_TOC_PERM_25_34XPHD_TOC_25_34,"Doctorate holders aged 25-34 in indefinite contracts, % of employees with a doctorate aged 25-34",54.20913199,A,Normal value
DEU,Germany,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",82.91620195,A,Normal value
DEU,Germany,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",88.34926626,A,Normal value
GRC,Greece,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",96.43508943,A,Normal value
GRC,Greece,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",91.02587631,A,Normal value
GRC,Greece,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",90.47117291,A,Normal value
HUN,Hungary,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",96.06024968,A,Normal value
HUN,Hungary,PHD_TOC_PERM_35_44XPHD_TOC_35_44,"Doctorate holders aged 35-44 in indefinite contracts, % of employees with a doctorate aged 35-44",97.1169126,A,Normal value
HUN,Hungary,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",98.66567376,A,Normal value
ISL,Iceland,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",77.62777242,A,Normal value
LVA,Latvia,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",97.80859417,A,Normal value
LTU,Lithuania,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",98.30914297,A,Normal value
LTU,Lithuania,PHD_TOC_PERMXPHD_TOC,"Doctorate holders in indefinite contracts, % of employees with a doctorate",89.62388796,A,Normal value
LUX,Luxembourg,PHD_TOC_PERM_45_54XPHD_TOC_45_54,"Doctorate holders aged 45-54 in indefinite contracts, % of employees with a doctorate aged 45-54",89.18380889,A,Normal value
LUX,Luxembourg,MAS_TOC_PERMXMAS_TOC,"Master's degree holders in indefinite contracts, % of employees with a master's degree",94.13709422,A,Normal value
