REF_AREA,Reference area,VAR,Indicator,OBS_VALUE,OBS_STATUS_1,Observation status
CHE,Switzerland,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,2096.796,I,Value imputed by a receiving agency
BEL,Belgium,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,2390.076,I,Value imputed by a receiving agency
FIN,Finland,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1781.052,I,Value imputed by a receiving agency
DEU,Germany,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,2157.792,I,Value imputed by a receiving agency
GRC,Greece,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1826.708,I,Value imputed by a receiving agency
ISL,Iceland,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1950.52,I,Value imputed by a receiving agency
LUX,Luxembourg,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,2246.504,I,Value imputed by a receiving agency
SWE,Sweden,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1991.132,I,Value imputed by a receiving agency
TUR,Türkiye,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,2077.4,I,Value imputed by a receiving agency
CZE,Czechia,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1964.976,I,Value imputed by a receiving agency
DNK,Denmark,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1938.248,I,Value imputed by a receiving agency
ITA,Italy,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1867.008,I,Value imputed by a receiving agency
NLD,Netherlands,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1938.612,I,Value imputed by a receiving agency
CHE,Switzerland,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2141.724,I,Value imputed by a receiving agency
AUT,Austria,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1891.188,I,Value imputed by a receiving agency
BEL,Belgium,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2285.504,I,Value imputed by a receiving agency
FIN,Finland,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1813.5,I,Value imputed by a receiving agency
DEU,Germany,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2105.584,I,Value imputed by a receiving agency
GRC,Greece,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2087.02,I,Value imputed by a receiving agency
HUN,Hungary,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2049.32,I,Value imputed by a receiving agency
LUX,Luxembourg,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2068.144,I,Value imputed by a receiving agency
POL,Poland,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,1997.32,I,Value imputed by a receiving agency
PRT,Portugal,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2331.524,I,Value imputed by a receiving agency
SVN,Slovenia,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2058.628,I,Value imputed by a receiving agency
SWE,Sweden,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2049.684,I,Value imputed by a receiving agency
TUR,Türkiye,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2092.376,I,Value imputed by a receiving agency
CYP,Cyprus,PHD_HW_45_54,Average annual hours worked by employed doctorate holders aged 45-54,2155.4,I,Value imputed by a receiving agency
CZE,Czechia,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2189.98,I,Value imputed by a receiving agency
DNK,Denmark,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1883.856,I,Value imputed by a receiving agency
ITA,Italy,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1865.864,I,Value imputed by a receiving agency
NLD,Netherlands,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1918.436,I,Value imputed by a receiving agency
NOR,Norway,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1912.092,I,Value imputed by a receiving agency
CHE,Switzerland,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2125.604,I,Value imputed by a receiving agency
AUT,Austria,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1786.2,I,Value imputed by a receiving agency
BEL,Belgium,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2080.156,I,Value imputed by a receiving agency
FIN,Finland,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1807.78,I,Value imputed by a receiving agency
DEU,Germany,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1974.804,I,Value imputed by a receiving agency
GRC,Greece,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2055.664,I,Value imputed by a receiving agency
HUN,Hungary,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1992.016,I,Value imputed by a receiving agency
ISL,Iceland,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2025.296,I,Value imputed by a receiving agency
LUX,Luxembourg,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1877.928,I,Value imputed by a receiving agency
POL,Poland,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2017.34,I,Value imputed by a receiving agency
SWE,Sweden,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1969.188,I,Value imputed by a receiving agency
TUR,Türkiye,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,2112.76,I,Value imputed by a receiving agency
CYP,Cyprus,PHD_HW_35_44,Average annual hours worked by employed doctorate holders aged 35-44,1860.664,I,Value imputed by a receiving agency
CZE,Czechia,PHD_HW,Average annual hours worked by employed doctorate holders,2006.784,I,Value imputed by a receiving agency
DNK,Denmark,PHD_HW,Average annual hours worked by employed doctorate holders,1921.816,I,Value imputed by a receiving agency
IRL,Ireland,PHD_HW,Average annual hours worked by employed doctorate holders,1952.756,I,Value imputed by a receiving agency
ITA,Italy,PHD_HW,Average annual hours worked by employed doctorate holders,1878.5,I,Value imputed by a receiving agency
NLD,Netherlands,PHD_HW,Average annual hours worked by employed doctorate holders,1901.12,I,Value imputed by a receiving agency
NOR,Norway,PHD_HW,Average annual hours worked by employed doctorate holders,2090.764,I,Value imputed by a receiving agency
CHE,Switzerland,PHD_HW,Average annual hours worked by employed doctorate holders,2141.88,I,Value imputed by a receiving agency
AUT,Austria,PHD_HW,Average annual hours worked by employed doctorate holders,1862.432,I,Value imputed by a receiving agency
BEL,Belgium,PHD_HW,Average annual hours worked by employed doctorate holders,2153.736,I,Value imputed by a receiving agency
EST,Estonia,PHD_HW,Average annual hours worked by employed doctorate holders,1954.732,I,Value imputed by a receiving agency
FIN,Finland,PHD_HW,Average annual hours worked by employed doctorate holders,1815.476,I,Value imputed by a receiving agency
DEU,Germany,PHD_HW,Average annual hours worked by employed doctorate holders,2075.008,I,Value imputed by a receiving agency
GRC,Greece,PHD_HW,Average annual hours worked by employed doctorate holders,2017.444,I,Value imputed by a receiving agency
HUN,Hungary,PHD_HW,Average annual hours worked by employed doctorate holders,2011.048,I,Value imputed by a receiving agency
ISL,Iceland,PHD_HW,Average annual hours worked by employed doctorate holders,2032.732,I,Value imputed by a receiving agency
LTU,Lithuania,PHD_HW,Average annual hours worked by employed doctorate holders,1938.3,I,Value imputed by a receiving agency
LUX,Luxembourg,PHD_HW,Average annual hours worked by employed doctorate holders,1989.52,I,Value imputed by a receiving agency
POL,Poland,PHD_HW,Average annual hours worked by employed doctorate holders,2012.66,I,Value imputed by a receiving agency
PRT,Portugal,PHD_HW,Average annual hours worked by employed doctorate holders,2096.172,I,Value imputed by a receiving agency
SVK,Slovak Republic,PHD_HW,Average annual hours worked by employed doctorate holders,1849.38,I,Value imputed by a receiving agency
SVN,Slovenia,PHD_HW,Average annual hours worked by employed doctorate holders,2042.404,I,Value imputed by a receiving agency
SWE,Sweden,PHD_HW,Average annual hours worked by employed doctorate holders,1994.98,I,Value imputed by a receiving agency
TUR,Türkiye,PHD_HW,Average annual hours worked by employed doctorate holders,2107.56,I,Value imputed by a receiving agency
HRV,Croatia,PHD_HW,Average annual hours worked by employed doctorate holders,2005.9,I,Value imputed by a receiving agency
CYP,Cyprus,PHD_HW,Average annual hours worked by employed doctorate holders,1932.268,I,Value imputed by a receiving agency
ROU,Romania,PHD_HW,Average annual hours worked by employed doctorate holders,1998.464,I,Value imputed by a receiving agency
CZE,Czechia,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1969.292,I,Value imputed by a receiving agency
DNK,Denmark,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1892.592,I,Value imputed by a receiving agency
IRL,Ireland,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1834.664,I,Value imputed by a receiving agency
ITA,Italy,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1835.964,I,Value imputed by a receiving agency
NLD,Netherlands,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1726.712,I,Value imputed by a receiving agency
NOR,Norway,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1910.532,I,Value imputed by a receiving agency
CHE,Switzerland,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1978.6,I,Value imputed by a receiving agency
AUT,Austria,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1843.66,I,Value imputed by a receiving agency
BEL,Belgium,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1978.236,I,Value imputed by a receiving agency
EST,Estonia,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1868.412,I,Value imputed by a receiving agency
FIN,Finland,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1795.144,I,Value imputed by a receiving agency
DEU,Germany,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1905.592,I,Value imputed by a receiving agency
GRC,Greece,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,2108.964,I,Value imputed by a receiving agency
HUN,Hungary,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,2014.636,I,Value imputed by a receiving agency
ISL,Iceland,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1925.196,I,Value imputed by a receiving agency
LVA,Latvia,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1978.704,I,Value imputed by a receiving agency
LTU,Lithuania,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1929.876,I,Value imputed by a receiving agency
LUX,Luxembourg,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1842.672,I,Value imputed by a receiving agency
POL,Poland,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1959.88,I,Value imputed by a receiving agency
PRT,Portugal,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1999.816,I,Value imputed by a receiving agency
SVK,Slovak Republic,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1912.768,I,Value imputed by a receiving agency
SVN,Slovenia,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1992.9,I,Value imputed by a receiving agency
SWE,Sweden,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1883.908,I,Value imputed by a receiving agency
TUR,Türkiye,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,2045.16,I,Value imputed by a receiving agency
BGR,Bulgaria,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,2007.824,I,Value imputed by a receiving agency
HRV,Croatia,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1943.552,I,Value imputed by a receiving agency
CYP,Cyprus,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,1984.424,I,Value imputed by a receiving agency
ROU,Romania,MAS_HW_55_64,Average annual hours worked by employed master's degree holders aged 55-64,2040.948,I,Value imputed by a receiving agency
CZE,Czechia,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1923.948,I,Value imputed by a receiving agency
DNK,Denmark,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1860.872,I,Value imputed by a receiving agency
IRL,Ireland,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1913.392,I,Value imputed by a receiving agency
ITA,Italy,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1829.308,I,Value imputed by a receiving agency
NLD,Netherlands,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1764.412,I,Value imputed by a receiving agency
NOR,Norway,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1872.416,I,Value imputed by a receiving agency
CHE,Switzerland,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1970.332,I,Value imputed by a receiving agency
MLT,Malta,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1951.248,I,Value imputed by a receiving agency
AUT,Austria,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1750.112,I,Value imputed by a receiving agency
BEL,Belgium,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1965.6,I,Value imputed by a receiving agency
EST,Estonia,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1933.724,I,Value imputed by a receiving agency
FIN,Finland,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1778.088,I,Value imputed by a receiving agency
DEU,Germany,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1840.28,I,Value imputed by a receiving agency
GRC,Greece,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,2005.276,I,Value imputed by a receiving agency
HUN,Hungary,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1986.244,I,Value imputed by a receiving agency
ISL,Iceland,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1883.648,I,Value imputed by a receiving agency
LVA,Latvia,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1995.656,I,Value imputed by a receiving agency
LTU,Lithuania,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1976.52,I,Value imputed by a receiving agency
LUX,Luxembourg,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1890.252,I,Value imputed by a receiving agency
POL,Poland,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,2019.576,I,Value imputed by a receiving agency
PRT,Portugal,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1956.136,I,Value imputed by a receiving agency
SVK,Slovak Republic,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1942.148,I,Value imputed by a receiving agency
SVN,Slovenia,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1989.52,I,Value imputed by a receiving agency
SWE,Sweden,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1862.9,I,Value imputed by a receiving agency
TUR,Türkiye,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,2077.244,I,Value imputed by a receiving agency
BGR,Bulgaria,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1995.344,I,Value imputed by a receiving agency
HRV,Croatia,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1940.744,I,Value imputed by a receiving agency
CYP,Cyprus,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,1893.112,I,Value imputed by a receiving agency
ROU,Romania,MAS_HW_35_44,Average annual hours worked by employed master's degree holders aged 35-44,2041.624,I,Value imputed by a receiving agency
AUT,Austria,MAS_HW,Average annual hours worked by employed master's degree holders,1789.008,I,Value imputed by a receiving agency
BEL,Belgium,MAS_HW,Average annual hours worked by employed master's degree holders,1963.208,I,Value imputed by a receiving agency
EST,Estonia,MAS_HW,Average annual hours worked by employed master's degree holders,1902.368,I,Value imputed by a receiving agency
FIN,Finland,MAS_HW,Average annual hours worked by employed master's degree holders,1800.708,I,Value imputed by a receiving agency
DEU,Germany,MAS_HW,Average annual hours worked by employed master's degree holders,1881.932,I,Value imputed by a receiving agency
GRC,Greece,MAS_HW,Average annual hours worked by employed master's degree holders,2041.26,I,Value imputed by a receiving agency
HUN,Hungary,MAS_HW,Average annual hours worked by employed master's degree holders,2004.236,I,Value imputed by a receiving agency
ISL,Iceland,MAS_HW,Average annual hours worked by employed master's degree holders,1896.024,I,Value imputed by a receiving agency
LVA,Latvia,MAS_HW,Average annual hours worked by employed master's degree holders,1979.068,I,Value imputed by a receiving agency
LTU,Lithuania,MAS_HW,Average annual hours worked by employed master's degree holders,1962.792,I,Value imputed by a receiving agency
LUX,Luxembourg,MAS_HW,Average annual hours worked by employed master's degree holders,1923.636,I,Value imputed by a receiving agency
POL,Poland,MAS_HW,Average annual hours worked by employed master's degree holders,2007.148,I,Value imputed by a receiving agency
PRT,Portugal,MAS_HW,Average annual hours worked by employed master's degree holders,1991.444,I,Value imputed by a receiving agency
SVK,Slovak Republic,MAS_HW,Average annual hours worked by employed master's degree holders,1937.988,I,Value imputed by a receiving agency
SVN,Slovenia,MAS_HW,Average annual hours worked by employed master's degree holders,2006.992,I,Value imputed by a receiving agency
SWE,Sweden,MAS_HW,Average annual hours worked by employed master's degree holders,1903.46,I,Value imputed by a receiving agency
TUR,Türkiye,MAS_HW,Average annual hours worked by employed master's degree holders,2097.368,I,Value imputed by a receiving agency
BGR,Bulgaria,MAS_HW,Average annual hours worked by employed master's degree holders,2003.716,I,Value imputed by a receiving agency
HRV,Croatia,MAS_HW,Average annual hours worked by employed master's degree holders,1956.344,I,Value imputed by a receiving agency
CYP,Cyprus,MAS_HW,Average annual hours worked by employed master's degree holders,1918.748,I,Value imputed by a receiving agency
ROU,Romania,MAS_HW,Average annual hours worked by employed master's degree holders,2043.964,I,Value imputed by a receiving agency
CZE,Czechia,MAS_HW,Average annual hours worked by employed master's degree holders,1951.664,I,Value imputed by a receiving agency
DNK,Denmark,MAS_HW,Average annual hours worked by employed master's degree holders,1899.092,I,Value imputed by a receiving agency
IRL,Ireland,MAS_HW,Average annual hours worked by employed master's degree holders,1911.468,I,Value imputed by a receiving agency
ITA,Italy,MAS_HW,Average annual hours worked by employed master's degree holders,1839.708,I,Value imputed by a receiving agency
NLD,Netherlands,MAS_HW,Average annual hours worked by employed master's degree holders,1788.54,I,Value imputed by a receiving agency
NOR,Norway,MAS_HW,Average annual hours worked by employed master's degree holders,1895.4,I,Value imputed by a receiving agency
CHE,Switzerland,MAS_HW,Average annual hours worked by employed master's degree holders,2019.94,I,Value imputed by a receiving agency
MLT,Malta,MAS_HW,Average annual hours worked by employed master's degree holders,1957.956,I,Value imputed by a receiving agency
CZE,Czechia,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2000.7,I,Value imputed by a receiving agency
DNK,Denmark,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1947.712,I,Value imputed by a receiving agency
IRL,Ireland,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1942.096,I,Value imputed by a receiving agency
ITA,Italy,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1860.404,I,Value imputed by a receiving agency
NLD,Netherlands,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1831.18,I,Value imputed by a receiving agency
NOR,Norway,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1896.128,I,Value imputed by a receiving agency
CHE,Switzerland,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2049.58,I,Value imputed by a receiving agency
MLT,Malta,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2007.824,I,Value imputed by a receiving agency
AUT,Austria,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1789.216,I,Value imputed by a receiving agency
BEL,Belgium,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2026.804,I,Value imputed by a receiving agency
EST,Estonia,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1906.684,I,Value imputed by a receiving agency
FIN,Finland,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1825.668,I,Value imputed by a receiving agency
DEU,Germany,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1876.992,I,Value imputed by a receiving agency
GRC,Greece,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2095.34,I,Value imputed by a receiving agency
HUN,Hungary,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2005.744,I,Value imputed by a receiving agency
ISL,Iceland,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1952.08,I,Value imputed by a receiving agency
LVA,Latvia,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1931.644,I,Value imputed by a receiving agency
LTU,Lithuania,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1985.62,I,Value imputed by a receiving agency
LUX,Luxembourg,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1915.836,I,Value imputed by a receiving agency
POL,Poland,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2008.084,I,Value imputed by a receiving agency
PRT,Portugal,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2023.476,I,Value imputed by a receiving agency
SVK,Slovak Republic,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1942.824,I,Value imputed by a receiving agency
SVN,Slovenia,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2042.144,I,Value imputed by a receiving agency
SWE,Sweden,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1947.4,I,Value imputed by a receiving agency
TUR,Türkiye,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2071.784,I,Value imputed by a receiving agency
BGR,Bulgaria,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2002.104,I,Value imputed by a receiving agency
HRV,Croatia,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1957.54,I,Value imputed by a receiving agency
CYP,Cyprus,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,1937.832,I,Value imputed by a receiving agency
ROU,Romania,MAS_HW_45_54,Average annual hours worked by employed master's degree holders aged 45-54,2050.464,I,Value imputed by a receiving agency
AUT,Austria,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1806.376,I,Value imputed by a receiving agency
BEL,Belgium,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1895.452,I,Value imputed by a receiving agency
EST,Estonia,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1893.268,I,Value imputed by a receiving agency
FIN,Finland,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1808.04,I,Value imputed by a receiving agency
DEU,Germany,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1910.22,I,Value imputed by a receiving agency
GRC,Greece,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1987.18,I,Value imputed by a receiving agency
HUN,Hungary,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2015.416,I,Value imputed by a receiving agency
ISL,Iceland,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1839.032,I,Value imputed by a receiving agency
LVA,Latvia,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2041,I,Value imputed by a receiving agency
LTU,Lithuania,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1953.172,I,Value imputed by a receiving agency
LUX,Luxembourg,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1985.932,I,Value imputed by a receiving agency
POL,Poland,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2003.924,I,Value imputed by a receiving agency
PRT,Portugal,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1986.504,I,Value imputed by a receiving agency
SVK,Slovak Republic,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1941.992,I,Value imputed by a receiving agency
SVN,Slovenia,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1998.88,I,Value imputed by a receiving agency
SWE,Sweden,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1920.36,I,Value imputed by a receiving agency
TUR,Türkiye,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2135.484,I,Value imputed by a receiving agency
BGR,Bulgaria,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2015.26,I,Value imputed by a receiving agency
HRV,Croatia,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1979.38,I,Value imputed by a receiving agency
CYP,Cyprus,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1918.956,I,Value imputed by a receiving agency
ROU,Romania,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2027.792,I,Value imputed by a receiving agency
CZE,Czechia,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1915.784,I,Value imputed by a receiving agency
DNK,Denmark,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1899.092,I,Value imputed by a receiving agency
IRL,Ireland,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1910.844,I,Value imputed by a receiving agency
ITA,Italy,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1825.668,I,Value imputed by a receiving agency
NLD,Netherlands,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1811.784,I,Value imputed by a receiving agency
NOR,Norway,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1912.716,I,Value imputed by a receiving agency
CHE,Switzerland,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,2071.784,I,Value imputed by a receiving agency
MLT,Malta,MAS_HW_25_34,Average annual hours worked by employed master's degree holders aged 25-34,1945.372,I,Value imputed by a receiving agency
AUT,Austria,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1838.46,I,Value imputed by a receiving agency
CZE,Czechia,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1700.868,I,Value imputed by a receiving agency
FIN,Finland,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1940.276,I,Value imputed by a receiving agency
HUN,Hungary,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,2054.364,I,Value imputed by a receiving agency
IRL,Ireland,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1845.012,I,Value imputed by a receiving agency
LTU,Lithuania,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1785.784,I,Value imputed by a receiving agency
POL,Poland,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,2010.112,I,Value imputed by a receiving agency
SVN,Slovenia,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,2042.352,I,Value imputed by a receiving agency
CYP,Cyprus,PHD_HW_25_34,Average annual hours worked by employed doctorate holders aged 25-34,1747.668,I,Value imputed by a receiving agency
AUT,Austria,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1933.204,I,Value imputed by a receiving agency
CZE,Czechia,PHD_HW_55_64,Average annual hours worked by employed doctorate holders aged 55-64,1799.616,I,Value imputed by a receiving agency
